ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
100-20030516,1337921,1,1,BERGHOFF,BERGHOFF'S RESTAURANT,17 W ADAMS ST # 1ST,CHICAGO,IL,60603,42,9,1,1006,Retail Food Establishment,100,RENEW,03/25/2003,05/09/2003,05/09/2003,N,05/16/2003,05/15/2004,05/09/2003,06/10/2003,AAI,,1,41.879341939,-87.628411889,"(41.879341938770445, -87.62841188861722)"
102-20040516,1480074,1,1,BERGHOFF,BERGHOFF'S RESTAURANT,17 W ADAMS ST # 1ST,CHICAGO,IL,60603,42,9,1,1475,Consumption on Premises - Incidental Activity,102,RENEW,,03/17/2004,05/07/2004,N,05/16/2004,05/15/2005,05/07/2004,05/10/2004,AAI,,1,41.879341939,-87.628411889,"(41.879341938770445, -87.62841188861722)"
64541-20080416,1889158,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,02/19/2008,03/10/2008,N,04/16/2008,04/15/2010,03/10/2008,03/11/2008,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20100416,2018000,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,02/11/2010,03/25/2010,N,04/16/2010,04/15/2012,03/25/2010,03/26/2010,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20060216,1650303,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,12/21/2005,02/06/2006,N,02/16/2006,02/15/2007,02/06/2006,02/10/2006,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20020516,1228658,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,11/15/2002,05/07/2002,05/08/2002,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20120416,2138694,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,02/17/2012,03/22/2012,N,04/16/2012,04/15/2014,03/22/2012,03/23/2012,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20030516,1337925,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,03/25/2003,05/12/2003,05/09/2003,N,05/16/2003,11/15/2003,05/12/2003,05/13/2003,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20070216,1772696,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,12/20/2006,01/19/2007,N,02/16/2007,04/15/2008,01/19/2007,01/22/2007,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
1488238-20040323,1488238,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1011,Home Repair,1488238,ISSUE,03/19/2004,03/22/2004,03/22/2004,N,03/23/2004,08/15/2004,03/22/2004,03/23/2004,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20050216,1548510,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,12/20/2004,02/14/2005,N,02/16/2005,02/15/2006,02/14/2005,02/15/2005,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20120416,2138695,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,02/17/2012,03/22/2012,N,04/16/2012,04/15/2014,03/22/2012,03/23/2012,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20140416,2309306,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,02/15/2014,04/01/2014,N,04/16/2014,04/15/2016,04/01/2014,04/02/2014,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20020216,1198190,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,12/20/2001,01/18/2002,N,02/16/2002,02/15/2003,04/26/2002,04/29/2002,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20060216,1650304,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,12/21/2005,02/06/2006,N,02/16/2006,02/15/2007,02/06/2006,02/10/2006,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20031116,1404364,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,09/26/2003,11/06/2003,N,11/16/2003,02/15/2004,11/06/2003,11/07/2003,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20021116,1278031,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,09/24/2002,11/14/2002,11/07/2002,N,11/16/2002,05/15/2003,11/14/2002,11/15/2002,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20070216,1772695,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,12/20/2006,01/19/2007,N,02/16/2007,04/15/2008,01/26/2007,01/29/2007,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20080416,1889159,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,02/19/2008,03/10/2008,N,04/16/2008,04/15/2010,03/10/2008,03/11/2008,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20040216,1448338,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,12/15/2003,02/04/2004,N,02/16/2004,02/15/2005,12/22/2003,02/05/2004,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20100416,2018001,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,02/11/2010,03/25/2010,N,04/16/2010,04/15/2012,03/25/2010,03/26/2010,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20140416,2309305,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,02/15/2014,04/01/2014,N,04/16/2014,04/15/2016,04/01/2014,04/02/2014,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20030216,1306240,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,12/17/2002,01/10/2003,N,02/16/2003,02/15/2004,01/15/2003,01/16/2003,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64540-20040216,1448339,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1006,Retail Food Establishment,64540,RENEW,,12/15/2003,02/04/2004,N,02/16/2004,02/15/2005,12/22/2003,02/05/2004,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
64541-20050216,1548509,2,2,BERGHOFF CAFE LLC,BERGHOFF CAFE,11601 W TOUHY AVE  T1 CO,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,64541,RENEW,,12/20/2004,02/14/2005,N,02/16/2005,02/15/2006,02/14/2005,02/15/2005,AAI,,,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)"
108-20020516,1228662,4,1,LAWRENCE PRICE,LAWRY'S TAVERN,1028 W DIVERSEY PKWY,CHICAGO,IL,60614,44,40,19,1470,Tavern,108,RENEW,03/27/2002,05/15/2002,05/15/2002,N,05/16/2002,11/15/2002,05/15/2002,05/16/2002,AAI,,17,41.932726771,-87.655041776,"(41.93272677149699, -87.65504177558735)"
107-20020516,1228660,4,1,LAWRENCE PRICE,LAWRY'S TAVERN,1028 W DIVERSEY PKWY,CHICAGO,IL,60614,44,40,19,1006,Retail Food Establishment,107,RENEW,03/27/2002,05/15/2002,05/15/2002,N,05/16/2002,05/15/2003,05/15/2002,05/16/2002,AAI,,17,41.932726771,-87.655041776,"(41.93272677149699, -87.65504177558735)"
116-20080116,1875524,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,11/26/2007,01/28/2008,N,01/16/2008,01/15/2010,01/28/2008,01/29/2008,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20021116,1278033,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,09/24/2002,10/17/2002,10/17/2002,N,11/16/2002,05/15/2003,10/17/2002,10/18/2002,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20120116,2125951,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,,11/15/2011,12/19/2011,N,01/16/2012,01/15/2014,12/19/2011,12/20/2011,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20040516,1404366,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,,03/17/2004,04/07/2004,N,05/16/2004,02/15/2005,04/09/2004,04/12/2004,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20120116,2125950,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,11/15/2011,12/19/2011,N,01/16/2012,01/15/2014,12/19/2011,12/20/2011,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20140116,2294499,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,,11/15/2013,12/19/2013,N,01/16/2014,01/15/2016,12/19/2013,12/20/2013,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20100116,2004627,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,11/16/2009,01/06/2010,N,01/16/2010,01/15/2012,01/06/2010,01/07/2010,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20040216,1448340,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,12/15/2003,02/13/2004,N,02/16/2004,02/15/2005,12/22/2003,04/28/2004,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20030516,1337928,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,03/25/2003,04/30/2003,04/30/2003,N,05/16/2003,11/15/2003,04/30/2003,05/01/2003,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20140116,2294498,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,11/15/2013,12/19/2013,N,01/16/2014,01/15/2016,12/19/2013,12/20/2013,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20020516,1228664,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,03/27/2002,04/19/2002,04/19/2002,N,05/16/2002,11/15/2002,05/21/2002,05/22/2002,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20031116,1404365,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,09/26/2003,11/13/2003,N,11/16/2003,02/15/2004,11/13/2003,11/13/2003,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20050216,1548512,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,12/20/2004,02/08/2005,N,02/16/2005,02/15/2006,02/08/2005,02/09/2005,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20030516,1337927,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,03/25/2003,04/30/2003,04/30/2003,N,05/16/2003,05/15/2004,04/30/2003,05/01/2003,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20050216,1548511,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,,12/20/2004,02/08/2005,N,02/16/2005,02/15/2006,02/08/2005,02/09/2005,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20070216,1772697,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,12/20/2006,01/17/2007,N,02/16/2007,01/15/2008,02/15/2007,02/15/2007,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
116-20060216,1650305,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1470,Tavern,116,RENEW,,12/21/2005,02/10/2006,N,02/16/2006,02/15/2007,02/15/2006,02/16/2006,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20070216,1772698,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,,12/20/2006,01/17/2007,N,02/16/2007,01/15/2008,01/17/2007,01/18/2007,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20020516,1228663,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,03/27/2002,04/19/2002,04/19/2002,N,05/16/2002,05/15/2003,04/19/2002,04/22/2002,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20080116,1875525,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,,11/26/2007,01/28/2008,N,01/16/2008,01/15/2010,01/28/2008,01/29/2008,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20060216,1650306,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,,12/21/2005,02/10/2006,N,02/16/2006,02/15/2007,02/10/2006,02/14/2006,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
115-20100116,2004628,6,1,JOHN SCHALLER,JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,11,25,9,1006,Retail Food Establishment,115,RENEW,,11/16/2009,11/29/2009,N,01/16/2010,01/15/2012,11/30/2009,11/30/2009,AAI,,,41.827185016,-87.646170456,"(41.82718501563474, -87.64617045635079)"
123-20011116,1172382,8,1,NIGHTS BEGINNINGS LIMITED,BASSI'S LOUNGE,1200 W HUBBARD ST,CHICAGO,IL,60642,27,18,12,1470,Tavern,123,RENEW,10/03/2001,11/15/2001,11/15/2001,N,11/16/2001,05/15/2002,01/22/2002,01/22/2002,AAI,,,41.890097388,-87.657441027,"(41.89009738805929, -87.65744102745799)"
123-20020516,1228666,8,1,NIGHTS BEGINNINGS LIMITED,BASSI'S LOUNGE,1200 W HUBBARD ST,CHICAGO,IL,60642,27,18,12,1470,Tavern,123,RENEW,03/27/2002,05/14/2002,05/14/2002,N,05/16/2002,11/15/2002,05/14/2002,05/16/2002,AAI,,,41.890097388,-87.657441027,"(41.89009738805929, -87.65744102745799)"
122-20040516,1404368,8,1,NIGHTS BEGINNINGS LIMITED,BASSI'S LOUNGE,1200 W HUBBARD ST,CHICAGO,IL,60642,27,18,12,1006,Retail Food Establishment,122,RENEW,,03/17/2004,05/10/2004,N,05/16/2004,11/15/2004,05/10/2004,05/11/2004,AAI,,,41.890097388,-87.657441027,"(41.89009738805929, -87.65744102745799)"
123-20021116,1278034,8,1,NIGHTS BEGINNINGS LIMITED,BASSI'S LOUNGE,1200 W HUBBARD ST,CHICAGO,IL,60642,27,18,12,1470,Tavern,123,RENEW,09/24/2002,11/13/2002,11/13/2002,N,11/16/2002,05/15/2003,11/13/2002,11/14/2002,AAI,,,41.890097388,-87.657441027,"(41.89009738805929, -87.65744102745799)"
123-20030516,1337930,8,1,NIGHTS BEGINNINGS LIMITED,BASSI'S LOUNGE,1200 W HUBBARD ST,CHICAGO,IL,60642,27,18,12,1470,Tavern,123,RENEW,03/25/2003,05/14/2003,05/13/2003,N,05/16/2003,11/15/2003,05/14/2003,05/16/2003,AAI,,,41.890097388,-87.657441027,"(41.89009738805929, -87.65744102745799)"
